id;pageCat;imageCat;numberCat;"Anzahl der Bände bzw.  ""tomi"" lt. hs. Katalog";"Erschienene Teile insgesamt =  ""comment"" zum Werk";"davon vorhanden = ""comment"" zum Expl. lt. Katalog";titleCat;titleBib;author1;author2;author3;author4;contributor1;contributor2;contributor3;contributor4;contributor5;place1;place2;place3;publisher1;publisher2;publisher3;year;format;histSubject;subjects;genres;mediaType;languages;systemManifestation;idManifestation;institutionOriginal;shelfmarkOriginal;provenanceAttribute;digitalCopyOriginal;targetOPAC;searchID;titleWork;systemWork;idWork;bound;comment;digitalCopy;copiesHAB
408;[104];[00111];2;;;;Joh: Heinr: de Falckenstein Codex Diplomaticy antiquitatum Nordgaviensium. Francofurti et Lipp: 1733.;Johannis Henrici De Falckenstein, Consiliarii Et Nobilis Aulici Eichstettensis, Codex Diplomaticus Antiquitatum Nordgaviensium,…;;;;;Falckenstein, Johann Heinrich, von#118531840 [HERAUSGEBER];Nunzer, Engelhard#128816406m [KUPFERSTECHER];Nunzer, Andreas#127881506m [KUPFERSTECHER];Hornstein, Karl Heinrich von#124734901m [WIDMUNGSEMPFÄNGER];Wolzogen, Hans Christoph von#10415649Xm [WIDMUNGSEMPFÄNGER];Frankfurt/Main#getty7005293;Leipzig#getty7139158;;Monath, Peter Konrad#117125644;;;1733;2°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;lat;GBV;147585627;;;;;;;;;;;;;
409;[104];[00111];3;;;;Palaeographia graeca, S: de ortu et progressu literarum graecarum. opera et studio D. Bernardi de Montfaucon. Parisus 1708.;Palæographia Græca, Sive De Ortu Et Progressu Literarum Græcarum, Et De variis omnium sæculorum Scriptionis Græcæ generibus;Montfaucon, Bernard de#100310923m;;;;Guérin, Louis#133135861m [DRUCKER/VERLEGER];Boudot, Jean <I., Witwe>#1037570278w [DRUCKER/VERLEGER];Clere, S. le [Beiträger k.] ;Giffart, P. F. [Beiträger k.];;Paris#getty7008038;;;Robustel, Charles#103753865Xm;;;1708;2°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;lat;GBV;138832153;;;;;;;;;;;;;
410;[104];[00111];4;;;;Jac: Leupolds Theatrum machinarum generale oder Schau=Platz des Grundes Mechanischer-Wissenschaften. Leipzig 1724.;Theatrum Machinarvm Generale. Schau-Platz Des Grundes Mechanischer Wissenschafften;Leupold, Jakob#118572210m;;;;Leupold, Jakob#118572210m [VERLEGER];Gleditsch, Johann Gottlieb#128713488m [VERLEGER];Uhlich, Gabriel#128816686m [KUPFERSTECHER];;August, II. <Polen, König>#118505084m [WIDMUNGSEMPFÄNGER];Utrecht#getty7006926;;;Zunckel, Christoph#138916225m;;;1724;2°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;ger;GBV;512740151;;;;http://diglib.hab.de/drucke/od-2f-11/start.htm;;;;;;;;;
411;[104];[00111];5;;;;D. Valentini Natur und Materialien Kammer auch Ost Indianische Send-schriften und rapporten. Frft am M. 1704.;Museum museorum, oder Vollständige Schau-Bühne aller Materialien und Specereyen nebst deren natürlichen Beschreibung …;Valentini, Michael Bernhard#117340650m;;;;;;;;;Frankfurt/Main#getty7005293;;;Zunner, Johann David#103750674Xm;;;1704;2°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;ger;GBV;151175004;;;;;;;;;;;;urn:nbn:de:bvb:12-bsb11200350-5;
412;[104];[00111];6;;Teil 1-2;Teil 1-2;H. F. von Flemings Vollkommener Teutscher Jäger. Leipzig 1719;Der Vollkommene Teutsche Jäger ;Fleming, Hans Friedrich, von#133924726m;;;;;;;;;Leipzig#getty7139158;;;Martini, Johann Christian#142553816m;;;1719;2°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;ger;GBV;14780292X;;;;;;;;;;;;;
413;[105];[00112];7;;;;Der Chur-Sächs. Residentz Stadt Dresden Beschreibung u Vorstellung d Ant: Wecken. Nürnberg 1680.;Der Chur-Fürstlichen Sächsischen weitberuffenen Residentz- und Haupt-Vestung Dresden Beschreib: und Vorstellung ;Weck, Anton#12087170Xm;;;;Hoffmann, Johann#124577466m [VERLEGER];Troschel, Peter#129073601m [KUPFERSTECHER];Schollenberger, Johann Jacob#122766644m [KUPFERSTECHER];Schneider, Georg Jakob#129505226m [KUPFERSTECHER];Sartorius, Johann Christoph#132089912m [KUPFERSTECHER];Nürnberg#getty7004334;;;Froberg, Christian Siegmund#1037497473m;;;1680;2°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;ger;VD17;23:231921V;;;;;;;;;;;;;
414;[105];[00112];8;;;;Histoire de la vie du Connestable de Lesdiguieres, par Louis-Videl à Paris 1638.;Histoire De La Vie Dv Connestable De Lesdigvieres ;Videl, Louis#1055261419m;;;;Richelieu, Armand Jean du Plessis, de#118600354m [WIDMUNGSEMPFÄNGER];Huret, Grégoire#121740358m [KUPFERSTECHER];Dumonstier, Daniel#131666150m [KUPFERSTECHER];Bourbon, Nicolas <der Jüngere>#1026406358m [KUPFERSTECHER];Salvaing de Boissieu, Denis de#13387060Xm [BEITRÄGER];Paris#getty7008038;;;Rocolet, Pierre#1037579887m;;;1638;2°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;fre;GBV;138807736;;;;;;;;;;;;;
415;[105];[00112];9;;;;Resolutions politique ou maximes d'estat de Messire Jean de Marnix à Brusselles 1632.;Les Résolutions politiques ou maximes d'estat;Marnix, Jan, van#133195279m;;;;;;;;;Brüssel#getty7007868;;;;;;1632;2°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;fre;GBV;386851743;;;;;;;;;;;Keine Ausgabe 1632.;;
416;[106];[00113];;;;;ohne Einträge ;;;;;;;;;;;;;;;;;;2°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;;;;;;;;;;;;;;;;
417;[107];[00114];10;;;;Interest des Princes et Estats. Mst.;Nicht in HAB-Hss.-Datenbank;;;;;;;;;;;;;;;;;4°;Catalogus VII;Belletristik | Briefe | Memoiren;;Ms.;fre;;;;;;;;;;;;;;;
418;[107];[00114];11;;;;J. H. Rothern Harmonisches und Chronologisches Staats=Archiev, Zu des Heil Röm: teutschen Reichs neuesten Staats-Recht. Leipzig 1726.;"Harmonisch- und Chronologisches Staats-Archiv : Zu des Heil. Röm. teutschen Reichs neuesten Staats-Recht ; ";Rother, Johann Heinrich#102019290m;;;;;;;;;Leipzig#getty7139158;;;Deer, Wolfgang#142073431m;;;1726;4°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;ger;GBV;141249641;;;;;;;;;;;;;
419;[107];[00114];12;;;;Memorabilia facta oder Krigs u Friedensbegebenheiten des 18ten Jahrhunderts nach Christi Geburt  in jahrlichen Kupfer=Blättern d Christoph Weigeln. Nürnberg 1722;"Memorabilia facta belli ac pacis in seculo P. C. N. XVIII. per Tabulas annales aeri incisas exhibita
= Denckwürdige Kriegs- und Friedens-Begebenheiten, …";;;;;Köhler, Johann David#11872424Xm [HERAUSGEBER];;;;;Nürnberg#getty7004334;;;Weigel, Christoph#118630067m [KUPFERSTECHER];;;1722;4°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;ger;GBV;212866834;;;;;;;;;;;;;
420;[107];[00114];13;;;;Schlesiens curieuse Denckwürdigkeiten oder vollkommene Chronica von Ober und Nieder-Schlesien ausgefertiget von Friderico Lucae. Frft am Mayn 1689.;Schlesiens curieuse Denckwürdigkeiten/ oder vollkommene Chronica von Ober- und Nieder-Schlesien/ ;Lucae, Friedrich#117259276m;;;;Labhart, Christoph#122758749m [Beiträger k.];Nessenthaler, Elias#135904943m [Beiträger k.];Friedrich <III., Brandenburg, Kurfürst>#118535730m [Widmungsempfäger];;;Frankfurt/Main#getty7005293;;;Knoch, Johann Friedrich#140830715m ;;;1689;4°;Catalogus VII;Belletristik | Briefe | Memoiren;Chronik;Druck;ger;VD17;39:122810Z;;;;;;;;;;;;;
421;[107];[00114];14;;;;Philemeri Irenici Elisii Diarium Europaeum 1654. ;Philemeri Irenici Elisii Diarium Europaeum. Insertis Actis Electoriis. Oder Kurtze Beschreibung denckwürdigster Sachen ;Meyer, Martin#124971458m;;;;Ammon, Johann Wilhelm#102092311m [DRUCKER/VERLEGER];;;;;Frankfurt/Main#getty7005293;;;Serlin, Wilhelm#124815820m ;;;1659;4°;Catalogus VII;Belletristik | Briefe | Memoiren;Chronik;Druck;ger | lat;VD17;23:234076E;;;;;;;;;;;;dx.doi.org/10.25673/opendata2-34082;
422;[107];[00114];15;;;;Eines Raths der Stadt Braunschweig, abfertigung Protestation, Verantwortung erbieten pp nebst beygefügten Brieff u erklahrung J. Dauten wieder 2 Schriften, deren erste Sub titolo Andreae Keichen in Freileben Epopsis Dauthinae Hypotyposeos ausgesprengt die ander bericht die fürstl: Landt u Erbstadt Braunschweig betreffendt. Braunschw: 1608;"Eines Erbarn Raths der Stadt Braunschweig Kurtze Abfertigung/ Protestation, Verantwortung/ Enthschüldigung/ Oblation und Erbieten
Neben beygefüegtem Bericht und Erklärung/ Des ... Herrn Johan Dauthen ... Wieder zwo unterschiedtliche Schrifften :…";;;;;Dauth, Johann#11603453Xm [BEITRÄGER];Knichen, Andreas#117524530m [BEITRÄGER];Krabbe, Johannes#124700349m [BEITRÄGER];;;Braunschweig#getty7004434;;;Duncker, Andreas <der Ältere>#122207718m ;;;1608;4°;Catalogus VII;Belletristik | Briefe | Memoiren;Streitschrift: jur.;Druck;ger;VD17;3:302019X;;;;;;;;;;;;;
423;[108];[00115];;;;;fortgeführte biblio. Angabe von 15;;;;;;;;;;;;;;;;;;4°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;;;;;;;;;;;;;;;;
424;[109];[00116];;;;;ohne Einträge;;;;;;;;;;;;;;;;;;4°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;;;;;;;;;;;;;;;;
425;[110];[00117];16;2;Teil 1-2;Teil 1-2;Vie d'armand Jean Cardinal Duc de Richelieu. à Cologne 1696. Tom: i, ii.;Vie D'Armand Jean Cardinal Duc de Richelieu …;Le Clerc, Jean#119512947m;;;;;;;;;Köln#getty7004446;;;;;;1696;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;fre;GBV;216092752;;;;;;;;;;;;;
426;[110];[00117];17;;;;Essay sur l'esprit ses divers caracteres et ses differentes operations. à Paris 1731.;"Essay Sur L'Esprit, Ses Divers Caractères Et Ses Diffèrentes Opérations ; Divisé en six discours ";La Sarraz du Franquesnay, Jean, de#1021147400m;;;;;;;;;Paris#getty7008038;;;Cailleau, André#1037567196m;;;1731;12°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;fre;GBV;15103382X;;;;;;;;;;;Nicht im angegebenen Format nachweisbar;;
427;[110];[00117];18;;;;Poesies de M. l'Abbé de Chaulieu et de M. le Marquis de la fare. a la Haye 1731.;Poésies De Monsieur L'Abbé de Chaulieu et de Monsieur Le Marquis De La Fare;Chaulieu, Guillaume Amfrye de#10007894Xm;La Fare, Charles Auguste de#118778439m;;;;;;;;Den Haag#getty7006813;;;Rogissart, Charlotte de#1037603079w;Rogissart, Susanna de#1170369170w;Rogissart, Elisabeth de#1170369391w;1731;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;fre;GBV;151693722;;;;;;;;;;;;urn:nbn:de:bvb:12-bsb10089291-9;
428;[110];[00117];19;;;;L'anti-mathanase ou critique du chef d'oeuvre d'un inconnu. a Utrecht 1729.;l'Anti-Mathanase ou Critique du chef d'oeuvre d'un inconnu. Le tout critique dans le goût moderne.;;;;;;;;;;Utrecht#getty7006926;;;;;;1729;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;fre;GBV;150151128;;;;;;;;;;;;;
429;[110];[00117];20;;;;La conduite de S. A. le Prince et duc de Marlborough. Amsterd: 1712.;La Conduite De Son Altesse Le Prince Et Duc De Marlborough, Dans la Présente Guerre ;Hare, Francis#123069106m;;;;;;;;;Amsterdam#getty7006952;;;Coup, Pieter de#1037554248m;;;1712;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;fre;GBV;151729387;;;;;;;;;;;;;
430;[110];[00117];21;;Teil 1-3;Teil 3;Traite de la richesse et de leurs etats par M. C. C. d. P. d. B. à Paris 1722. Tom: iii.  ;Traité De La Richesse Des Princes, Et De Leurs Etats : Et Des Moyens Simples Et Naturels pour y parvenir;Carl, Ernst Ludwig#118667114m;;;;Le Gras, Theodore#103759262Xm [DRUCKER/VERLEGER];;;;;Paris#getty7008038;;;Delaulne, Florentin <Witwe>#1037583221w;;;1722;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;fre;GBV;236509527;;;;;;;;;;;;;
431;[110];[00117];22;;;;Lettres et memoires sur la conduite de la presente guerre et sur les negociations de paix. à la Haye 1712.;Lettres et mémoires sur la conduite de la présente guerre et sur les négociations de paix ;Hare, Francis#123069106m;;;;;;;;;Den Haag#getty7006813;;;Johnson, Thomas#103758547Xm;;;1712;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;fre;GBV;138220107;;;;;;;;;;;;Bd. 1: http://archive.thulb.uni-jena.de/hisbest/receive/HisBest_cbu_00011971;
432;[111];[00118];23;;;;Divers traittez contracs, testamens et autres actes et observations, servans de preuves et d'illustrations aux memoires de Philippe de Comines. à Brusselle 1706.;Divers Traittez, Contracts, Testamens, Et Autres Actes, Et Observations, Servans de Preuves & d'Illustrations Aux Memoires De Philippe De Comines;"
 
Commynes, Philippe, de#118521721m";;;;Godefroy, Denis#136921833m [HERAUSGEBER];;;;;Brüssel#getty7007868;;;Foppens, François#104061685m;;;1706;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;fre;GBV;231912269;;;;;;;;;;;;;
433;[111];[00118];24;2;Teil 1-12;Teil 1-12;Europäischer Staats Secretarius. Leipzig 1734. i. ii. iii. iv. v u vi [durchgestrichen: theil uno vol:] vii. viii. ix. x. xi. xii theile in 2 Bänden.;Europäischer Staats-Secretarius, welcher die neuesten Begebenheiten unpartheyisch erzehlet und vernünftig beurtheilet;;;;;;;;;;Leipzig#getty7139158;;;Moritz Georg  Weidmann Erben#1004502656;;;1734-1735;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;ger;VD18;90293428;;;;;;;;;;;;;
434;[111];[00118];25;;;;Gedächtnis der Ehren eines der vollekommesten Künstler Albrecht Dürer von H. C. Arend. Goßlar 1728.;Das gedechtniß der ehren eines derer vollkom[m]nesten künstler seiner und aller nachfolgenden zeiten, Albrecht Dürers, um eben die zeit, als er vor 200 jahren die welt verlaßen, …;Arend, Heinrich Conrad#121692590m;;;;;;;;;Goslar#getty7005630;;;König, Johann Christoph#133990273m;;;1728;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;ger;GBV;151224862;;;;;;;;;;;;;
435;[111];[00118];26;;;;Memoires touchant Jean Wilmot comte de Rochester par Gilbert Burnet. à Amsterd: 1716 ;Memoires Touchant Jean Wilmot, Comte De Rochester;Burnet, Gilbert#118674978m;;;;L'Honoré, François#1037544145m [VERLEGER];;;;;Amsterdam#getty7006952;;;Chatelain, Zacharias#1037536177m;;;1716;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;fre;GBV;137961219;;;;;;;;;;;;;
436;[111];[00118];27;;;;Collegium curiosum physiognom=chiromant=metoposcop-anthropologicum J. Praetorii. Frft u Leipzig 1704.;Collegium curiosum privatissimum physiognom-chiromant-metoposcop-anthropologicum ... ;Praetorius, Johannes#11859611Xm;;;;;;;;;Frankfurt/Main#getty7005293;Leipzig#getty7139158;;Stock, Philipp Wilhelm#1037529537m;;;1704;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;ger;GBV;149910940;;;;;;;;;;;;;
437;[111];[00118];28;2;Teil 1-2;Teil 1-2;Memoires de l'amerique septentronale ou la suite des voyages de M. le Baron de la Hontan. à Amsterdam 1705 Tom: ii ;Mémoires de l'Amérique seotentrionale, ou la suite des voyages de Mr. le B[aro]n de LaHontan ... ;Lahontan, Louis Armand de Lom d'Arce, de#119080230m;;;;;;;;;Amsterdam#getty7006952;;;;;;1705;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;fre;GBV;150250126;;;;;;;;;;;;;
438;[112];[00119];29;;;;L'heureux Esclave. à Cologne 1721;L'heureux Esclave ou Histoire véritable d'un gebtil-homme lorrain ci-devant capitaine des grenadiers à cheval du czar, fait esclave par les Tartares à l'affaire du Prouthe le 30. de juin 1711. racheté le 24. du mois suivant par le Roi de Suède Charles XII. de glorieuse mémoire;Rochonville, Charles, de#1055570659m;;;;;;;;;Köln#getty7004446;;;Marteau, Pierre#1037499565;;;1721;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;fre;GBV;150371659;;;;;;;;;;;;;
439;[112];[00119];30;2;Teil 1-2;Teil 1-2;La vie et les avantures surprenantes de Robinson Crusoe , traduit d'Anglois. a Amsterdam 1720. Tom. i, ii;"La Vie Et Les Avantures Surprenantes De Robinson Crusoe : Le tout écrit par lui-même ; Traduit De l'Anglois ; Avec Figures";Defoe, Daniel#118524275m;;;;L'Honoré, François#1037544145m [DRUCKER/VERLEGER];;;;;Amsterdam#7006952;;;Chatelain, Zacharias#1037536177m;;;1720;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;fre;GBV;147650208;;;;;;;;;;;;;
440;[112];[00119];31;2;;;Chronick van het leven  en bedryf van al de Konirghen van Engelandt , tot de doodt van Carel de Eerste, beschreven door Richart Backer. a Ansterd 1649. Tom: i,ii.;Cronyke van Het Leven en Bedryff van alle de Coningen Van Engeland, beginnende van de Regeringe der Romeyne[n] totte regeringe van Carolvs I.;Baker, Richard#129117234m;;;;;;;;;Amsterdam#7006952;;;Danckerts, Cornelis#103752490Xm;;;1649;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;dut;GBV;137233981;;;;;;;;;;;;;
441;[112];[00119];32;;Teil 1-2;Teil 1;Histoire d'Estevanille Gonzalez sur nommé le Garcon de bonne humeur tireé de l'Espagnol par M. le Sage. à Paris 1734 Tom: i.;Histoire d'Estevanille Gonzalez, surnommé le garcon de bonne humeur tirée de l'espagnol;Le Sage, Alain René#118572032m;;;;;;;;;Paris#getty7008038;;;Prault, Pierre#136527485 m;;;1734;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;fre;GBV;150254717;;;;;;;;;;;;;
442;[112];[00119];33;2;Teil 1-4;Teil 1-4;Les veilleés de Thessalie premiere veilleé. à Paris 1731, it: ii. iii. et iv vailleé in 2 bänden;Les Veillées de Thessalie ;Lussan, Marguerite de#100173101w;;;;;;;;;Paris#getty7008038;;;Josse, Louis#1037574117m;;;1731;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;fre;GBV;150497199;;;;;;;;;;;;;
443;[112];[00119]/ [00120];34;2;Teil 1-2;Teil 1-2;Les avantures de M. Robert Chevalier dit de Beauchène, redigeés par M. le Sage. à Paris 1733. Tom. i,ii;Les Avantures de Monsieur Robert Chevalier, dit de Beauchêne, capitaine de Flibustiers dans la nouvelle France;Le Sage, Alain René#118572032m;;;;;;;;;Paris#getty7008038;;;Aux dépens de la Compagnie;;;1733;12°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;fre;GBV;150254350;;;;;;;;;;;;https://hdl.handle.net/2027/aeu.ark:/13960/t9b57263q;
444;[113];[00120];35;;;;La saxe galante a Amsterdam 1734.;La Saxe Galante ;Pöllnitz, Karl Ludwig, von#119475979m;;;;;;;;;Amsterdam#getty7006952;;;"Compagnie <Amsterdam; Den Haag> Corporation#6146390-5";;;1734;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;fre;GBV;506443124;;;;;;;;;;;;;
445;[113];[00120];36;;;;Les quinze Joyes de Mariage. à la Haye 1720.;"Les Quinze Joyes De Mariage : Ouvrage Très Ancien, Auquel on a joint le Blason des fausses amours, le Loyer des folles amours, & le triomphe des muses contre amour ; Le tout enrichi de Remarques & de Diverses Leçons";Rosset, François, de#124595553m [ANGEBL. VERF];Crétin, Guillaume#10079498Xm [ANGEBL. VERF];Antoine <de la Sale>#118778846m [MUTMAßL. VERF]  ;;;;;;;Den Haag#getty7006813;;;Rogissart, Alexandre de#104305924m;;;1726;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;fre;GBV;133539598;;;;;;;;;;;;;
446;[113];[00120];37;4;Teil 1-4;Teil 1-4;Theatre de M. le Grand. à Paris 1731. Tom: i. ii. iii. iv. ;Theatre De Monsieur Le Grand, Comédien du Roy ;Le Grand, Marc-Antoine#11890714Xm;;;;;;;;;Paris#getty7008038;;;Ribou, Marie#1037552245w;Ribou, Pierre-Jacques#1037585666m;;1731;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;fre;GBV;150253052;;;;;;;;;;;;;
447;[113];[00120];38;3;Teil 1-3;Teil 1-3;L'Atlantis de Mad: Manley contenant les intrigues politiques et amoureuses de la noblesse d'Angleterre. à Londres 1714 Tom: i, ii, iii.;L'Atlantis de Madame Manley : Contenant les intrigues politiques, et amoureuses, de la noblesse d'Angleterre. Et où l'on découvre le secrèt de la derniere revolution;Manley, Mary DeLaRivière#118813781w;;;;;;;;;London#getty7011781;;;Morphew, John#1037539540m;;;1714;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;fre;GBV;732818648;;;;;;;;;;;;http://nl.sub.uni-goettingen.de/id/1387000201?origin=/collection/nlh-ecc;
448;[113];[00120];39;;;;Thimon le misantrope comedie. à la Haye 1733.;Thimon Le Misantrope : Comedie En Trois Actes;Lisle de La Drevetière, Louis François, de#100171141m;;;;;;;;;Den Haag#getty7006813;;;Le Blanc, Jean#1037547802m;;;1723;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;fre;GBV;316210064;;;;;;;;;;;;;
449;[113];[00120];40;;;;Arlequin Janseniste comedie. à Cracovie 1733.;Arlequin Janseniste, ou critique de la Femme Docteurs: Comedie;Bougeant, Guillaume-Hyacinthe#00053106m;;;;;;;;;Krakau#getty7007652;;;Le Sincere, Jean#1037594983;;;1732;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;fre;GBV;251502295;;;;;;;;;;;;;
450;[113];[00120];41;;;;Le saint déniche ou la banqueroute des marchands de Miracles , comedie. à Cracovie 1733.;Le saint déniché ou la banqueroute des marchands de miracles: comédie;Bougeant, Guillaume-Hyacinthe#00053106m;;;;;;;;;Krakau#getty7007652;;;Le Sincere, Jean#1037594983;;;1732;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;fre;BVB;BV009170413;;;;;;;;;;;;;
451;[113];[00120];42;;;;Les avantures de Pomponig, ou l'histoire de notre tems. à Rome 1725;Les Avantures de Pomponius, chevalier romain : ou L'histoire de notre tems;Labadie, Jean, de#141967579m;;;;Prévost D'Exiles, Antoine François#133407446m [HERAUSGEBER];;;;;Rom#getty7000874;;;Pallavicino, Ferrante Erben;;;1725;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;fre;GBV;151379807;;;;;;;;;;;;;
452;[114];[00121];43;;;;Memoires de Selim frere de Mahomet ii. traduits du Turc. par M. xxx. Paris 1735.;Mémoires : Trad. du turc, par Monsieur *** / Selim Frère de Mahomet II. ;Lyttelton, George <Lord>#1011737272m;;;;;;;;;Paris#getty7008038;;;Ribou, Marie#1037552245w;Ribou, Pierre-Jacques#1037585666m;;1735;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;fre;GBV;151482047;;;;;;;;;;;;;
453;[114];[00121];44;;;;Traités de Tertulien sur l'ornement des femmes les spectacles, le Bateme et la patience. Paris 1733;"Traités ... sur l'ornement des femmes, les spectacles, le batême, et la patience ; Avec une Lettre aux martirs.";Tertullianus, Quintus Septimius Florens#118621386m;;;;Caubère, Matthieu#1055541500m [ÜBERSETZER];;;;;Paris#getty7008038;;;Rolin;;;1733;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;fre;GBV;151817227;;;;;;;;;;;;;
454;[114];[00121];45;;;;Les vertus de beau-Sexe par M. F. D. Cxxx. à la Haye 1733.  ;Les Vertus Du Beau-Sexe / Par F*** D*** C*** ;Bruys, François#100826067m;;;;;;;;;Den Haag#getty7006813;;;Kieboom, Jacobus, van den#1037589505m;;;1733;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;fre;GBV;147523486;;;;;;;;;;;;;
455;[114];[00121];46;;;;Discours de la gloire à Paris 1693.;Discours de la gloire ;;;;;;;;;;Paris#getty7008038;;;Couterot, Jean#1037636791m;;;1693;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;fre;GBV;150814275;;;;;;;;;;;;;
456;[114];[00121];47;;;;Secretaire Espagnol enseignant la maniere d'ecrire des lettres Espagnoles à Brusselle. 1720.;Secrétaire espagnol enseignant la manière d'écrire des lettres espagnoles selon le stile moderne, …;Sobrino, Francisco#132248530m;;;;;;;;;Brüssel#getty7007868;;;Foppens;;;1720;8°;Catalogus VII;Belletristik | Briefe | Memoiren;;Druck;spa | fre;GBV;150197047;;;;;;;;;;;;;
